city,name,price,area,address,distinct
almaty,1-комнатная квартира,200 000 〒,41 м²,Манаса 109а,Алмалинский р-н
almaty,3-комнатная квартира,200 000 〒,83 м²,Ленина 43 — Шевченко,Медеуский р-н
almaty,2-комнатная квартира,70 000 〒,65 м²,Аргымак 58 — Райымбек батыр,Алмалинский р-н
almaty,2-комнатная квартира,130 000 〒,52 м²,улица Толе Би 75 — Сейфулина,Алмалинский р-н
almaty,2-комнатная квартира,180 000 〒,70 м²,мкр Таугуль,Ауэзовский р-н
almaty,1-комнатная квартира,100 000 〒,43 м²,мкр Кулагер,Жетысуский р-н
almaty,1-комнатная квартира,150 000 〒,40 м²,Джетысуская 4,Медеуский р-н
almaty,2-комнатная квартира,200 000 〒,85 м²,Ударная 21а — Байзакова,Алмалинский р-н
almaty,2-комнатная квартира,190 000 〒,50 м²,Бегалина 7 — Толеби,null
almaty,2-комнатная квартира,170 000 〒,76 м²,улица Брусиловского 167 — Шакарима,Алмалинский р-н
almaty,1-комнатная квартира,80 000 〒,43 м²,Рыскулова 65а,Жетысуский р-н
almaty,1-комнатная квартира,120 000 〒,30 м²,мкр Тастак-3 18 — Дуйсенова,Алмалинский р-н
almaty,2-комнатная квартира,120 000 〒,45 м²,мкр №3,Ауэзовский р-н
almaty,1-комнатная квартира,210 000 〒,60 м²,Гагарина 309 — Левитана,Бостандыкский р-н
almaty,2-комнатная квартира,130 000 〒,55 м²,мкр Курамыс,Наурызбайский р-н
almaty,2-комнатная квартира,120 000 〒,44 м²,мкр №3,Ауэзовский р-н
almaty,2-комнатная квартира,140 000 〒,50.6 м²,проспект Абая 107/5 — Байзакова,Алмалинский р-н
almaty,2-комнатная квартира,120 000 〒,62 м²,Байсеитовой 40,Бостандыкский р-н
almaty,1-комнатная квартира,90 000 〒,36 м²,Пр. Райымбека 383 — Емцова,Алатауский р-н
almaty,3-комнатная квартира,140 000 〒,65 м²,мкр Аксай-1,Ауэзовский р-н
almaty,2-комнатная квартира,130 000 〒,60 м²,мкр Таугуль,Ауэзовский р-н
almaty,2-комнатная квартира,150 000 〒,67 м²,мкр Каргалы,Наурызбайский р-н
almaty,1-комнатная квартира,120 000 〒,46 м²,Толе би 298/6 — Утеген батыра,Алмалинский р-н
almaty,3-комнатная квартира,170 000 〒,70 м²,мкр Аксай-3А 68 — Яссауи,Ауэзовский р-н
almaty,2-комнатная квартира,130 000 〒,64 м²,мкр Аксай-1 10/3,Ауэзовский р-н
almaty,2-комнатная квартира,280 000 〒,75 м² помесячно,Достык 128,Медеуский р-н
almaty,3-комнатная квартира,500 000 〒,145 м² помесячно,Аскарова,Бостандыкский р-н
almaty,3-комнатная квартира,250 000 〒,130 м² помесячно,Розыбакиева 289,Бостандыкский р-н
almaty,3-комнатная квартира,450 000 〒,120 м² помесячно,Бул. Бухар Жырау 33,Бостандыкский р-н
almaty,4-комнатная квартира,380 000 〒,150 м² помесячно,Самал-2 58,Медеуский р-н
almaty,1-комнатная квартира,120 000 〒,42 м²,Сатпаева 80 — Егизбаева,Бостандыкский р-н
almaty,2-комнатная квартира,400 000 〒,90 м² помесячно,Аль-Фараби 7,Бостандыкский р-н
almaty,3-комнатная квартира,450 000 〒,110 м² помесячно,Кажымукана 49,Медеуский р-н
almaty,2-комнатная квартира,180 000 〒,55 м²,Толе би 130 — Муканова,Алмалинский р-н
almaty,3-комнатная квартира,1 500 000 〒,130 м² помесячно,Аль-Фараби 77/3,Бостандыкский р-н
almaty,4-комнатная квартира,700 000 〒,160 м² помесячно,Мендикулова 105,Медеуский р-н
almaty,3-комнатная квартира,150 000 〒,70 м²,3-я улица,Алатауский р-н
almaty,3-комнатная квартира,160 000 〒,74 м²,улица Валиханова 33 — Макатаева,Медеуский р-н
almaty,3-комнатная квартира,200 000 〒,100 м²,Навои,Ауэзовский р-н
almaty,2-комнатная квартира,130 000 〒,50 м²,мкр Кулагер 23 — Серикова,Жетысуский р-н
almaty,1-комнатная квартира,200 000 〒,35 м²,мкр Самал-1,Медеуский р-н
almaty,3-комнатная квартира,400 000 〒,110 м²,мкр Самал-3,Медеуский р-н
almaty,2-комнатная квартира,190 000 〒,47 м²,Достык (Малая Ленина) 103/11 — Хаджи Мукана,Медеуский р-н
almaty,3-комнатная квартира,150 000 〒,62 м²,Утепова 9в — Гагарина,Бостандыкский р-н
almaty,3-комнатная квартира,290 000 〒,130 м²,Аль-фараби 21 — Западный Желтоксан,null
almaty,1-комнатная квартира,150 000 〒,42 м²,Розыбакиева 283 — Аль-Фараби,Бостандыкский р-н
almaty,3-комнатная квартира,300 000 〒,120 м²,Бальзака 8 — Попова,Бостандыкский р-н
almaty,2-комнатная квартира,500 000 〒,80 м²,проспект Абылай Хана 92/87 — Кабанбай Батыра,Алмалинский р-н
almaty,4-комнатная квартира,180 000 〒,73.6 м²,Орбита-2 31,Бостандыкский р-н
almaty,1-комнатная квартира,110 000 〒,36 м²,Каирбекова 16 — Гоголя,null
almaty,3-комнатная квартира,400 000 〒,135 м²,Хаджимукана — Мендыкулова,null
almaty,3-комнатная квартира,490 000 〒,75 м²,Снегина — Аль-Фараби,Медеуский р-н
almaty,3-комнатная квартира,160 000 〒,80 м²,мкр Мамыр-3,Ауэзовский р-н
almaty,3-комнатная квартира,300 000 〒,115 м²,Розыбакиева — Аль-Фараби,Бостандыкский р-н
almaty,2-комнатная квартира,165 000 〒,55 м²,Макатаева 81 — проспект Абылай Хана,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,33 м²,мкр №11 10 — Шаляпина,Ауэзовский р-н
almaty,2-комнатная квартира,170 000 〒,60 м²,Зейна Шашкина 36 — проспект Аль-Фараби,Медеуский р-н
almaty,2-комнатная квартира,210 000 〒,81 м²,мкр Таугуль 19 — Шалова,Ауэзовский р-н
almaty,2-комнатная квартира,100 000 〒,40 м²,Розыбакиева 216 — Тимирязева,Бостандыкский р-н
almaty,3-комнатная квартира,180 000 〒,70 м²,мкр Ремизовка,Бостандыкский р-н
almaty,2-комнатная квартира,180 000 〒,45 м²,Карасай Батыра 111/113,Алмалинский р-н
almaty,1-комнатная квартира,125 000 〒,36 м²,Мауленова 63 — Айтике би,Алмалинский р-н
almaty,1-комнатная квартира,90 000 〒,33 м²,мкр Тастак-1 17,Ауэзовский р-н
almaty,1-комнатная квартира,90 000 〒,33 м²,мкр Аксай-2,Ауэзовский р-н
almaty,2-комнатная квартира,140 000 〒,42 м²,Наурызбай Батыра 63 — Казыбек би,Алмалинский р-н
almaty,1-комнатная квартира,120 000 〒,40 м²,Жамбыла 221 — Гагарина,null
almaty,3-комнатная квартира,400 000 〒,108 м²,мкр Алмагуль,Бостандыкский р-н
almaty,3-комнатная квартира,320 000 〒,140 м²,Сатпаева 27/5 — Маркова,Бостандыкский р-н
almaty,2-комнатная квартира,160 000 〒,85 м²,Абая 150/230,Бостандыкский р-н
almaty,3-комнатная квартира,120 000 〒,65 м²,улица Ахметова 33,Турксибский р-н
almaty,3-комнатная квартира,350 000 〒,115 м²,Абиша Кекилбайулы,Бостандыкский р-н
almaty,3-комнатная квартира,400 000 〒,130 м²,Достык 97,null
almaty,3-комнатная квартира,600 000 〒,140 м²,Кабанбай батыра — Абылай хана,Алмалинский р-н
almaty,3-комнатная квартира,650 000 〒,130 м²,Аль-Фараби,Бостандыкский р-н
almaty,2-комнатная квартира,300 000 〒,71 м²,Казыбек би 43/9,Медеуский р-н
almaty,2-комнатная квартира,230 000 〒,48 м²,мкр Горный Гигант,Медеуский р-н
almaty,5-комнатная квартира,350 000 〒,180 м²,мкр Самал-1,Медеуский р-н
almaty,2-комнатная квартира,250 000 〒,70 м²,Навои 208 — Торайгырова,Бостандыкский р-н
almaty,3-комнатная квартира,200 000 〒,70 м²,Ауезова 12 — Толе би,Алмалинский р-н
almaty,2-комнатная квартира,230 000 〒,100 м²,Зенкова 59,Медеуский р-н
almaty,2-комнатная квартира,100 000 〒,52 м²,Бекмаханова 2/7 — Спасская,Турксибский р-н
almaty,2-комнатная квартира,180 000 〒,65 м²,Навои 208/7 — Торайгырова,Бостандыкский р-н
almaty,3-комнатная квартира,350 000 〒,150 м² помесячно,Ленина — Жолдасбекова,null
almaty,1-комнатная квартира,180 000 〒,42 м²,Бабаева 158 — Радостовца,Бостандыкский р-н
almaty,2-комнатная квартира,170 000 〒,55 м²,проспект Аль-Фараби 36 — Зейна Шашкина,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,130 м²,Мендикулова 105,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,52 м²,Шевченко 166а — Ауэзова,Алмалинский р-н
almaty,4-комнатная квартира,500 000 〒,232 м²,мкр Самал-2,Медеуский р-н
almaty,3-комнатная квартира,160 000 〒,65 м²,Жамбыла 93 — Жарокова,Алмалинский р-н
almaty,4-комнатная квартира,700 000 〒,160 м² помесячно,мкр Самал-3,Медеуский р-н
almaty,1-комнатная квартира,100 000 〒,32 м²,Жандосова 172 — Саина,Ауэзовский р-н
almaty,1-комнатная квартира,80 000 〒,30 м²,мкр Алмагуль,Бостандыкский р-н
almaty,3-комнатная квартира,70 000 〒,50 м²,мкр Думан-1,Медеуский р-н
almaty,1-комнатная квартира,60 000 〒,30 м²,улица Полежаева 22 П — Раимбека,Жетысуский р-н
almaty,2-комнатная квартира,110 000 〒,52 м²,мкр Аксай-3А,Ауэзовский р-н
almaty,2-комнатная квартира,110 000 〒,44 м²,Айманова — Богенбай батыра,Алмалинский р-н
almaty,2-комнатная квартира,110 000 〒,54 м² помесячно,Орманова — Толе Би,Медеуский р-н
almaty,2-комнатная квартира,130 000 〒,53 м²,Жибек Жолы 33 — Ришата и Муслима Абдуллиных,Медеуский р-н
almaty,3-комнатная квартира,250 000 〒,75 м²,Сатпаева 90/36 — Брусиловского,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,51 м²,Ул.Гоголя 47 — Достык,null
almaty,2-комнатная квартира,180 000 〒,62 м²,Байзакова 232 — Жамбула,Алмалинский р-н
almaty,4-комнатная квартира,380 000 〒,110 м²,Жамбыла — Кунаева,Медеуский р-н
almaty,3-комнатная квартира,220 000 〒,70 м²,мкр Самал-2 77 — Бектурова,Медеуский р-н
almaty,2-комнатная квартира,300 000 〒,64 м²,Абая 109/6,Алмалинский р-н
almaty,2-комнатная квартира,100 000 〒,44 м²,Майлина 9,Турксибский р-н
almaty,2-комнатная квартира,425 000 〒,85 м²,Кажымукана 37 — Достык,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,42 м²,Жарокова,Бостандыкский р-н
almaty,2-комнатная квартира,150 000 〒,38 м²,мкр Алмагуль,Бостандыкский р-н
almaty,2-комнатная квартира,120 000 〒,55.71 м²,мкр Кайрат,Турксибский р-н
almaty,2-комнатная квартира,400 000 〒,65 м²,Аль-Фараби 5к3А,Бостандыкский р-н
almaty,3-комнатная квартира,500 000 〒,130 м² помесячно,Аль-Фараби 21,Бостандыкский р-н
almaty,2-комнатная квартира,400 000 〒,70 м²,Назарбаева 223,Медеуский р-н
almaty,4-комнатная квартира,300 000 〒,135 м²,мкр Керемет 7 — Наурызбай батыра,Бостандыкский р-н
almaty,4-комнатная квартира,1 499 999 〒,185 м² помесячно,Аль-Фараби 21,Медеуский р-н
almaty,3-комнатная квартира,290 000 〒,100 м²,мкр Керемет 7 — Сейфуллина,Бостандыкский р-н
almaty,3-комнатная квартира,500 000 〒,130 м² помесячно,Достык 97,Медеуский р-н
almaty,2-комнатная квартира,250 000 〒,89 м²,Тимирязева 7 — Наурызбай батыра,Бостандыкский р-н
almaty,2-комнатная квартира,300 000 〒,85 м² помесячно,Снегина 32/1,Медеуский р-н
almaty,3-комнатная квартира,300 000 〒,105 м²,Омаровой 37,Медеуский р-н
almaty,3-комнатная квартира,600 000 〒,115 м²,Аль-Фараби 9блок5Г,Бостандыкский р-н
almaty,3-комнатная квартира,420 000 〒,130 м² помесячно,Аль-Фараби 21/9,Бостандыкский р-н
almaty,5-комнатная квартира,780 000 〒,200 м²,Самал 22,Медеуский р-н
almaty,2-комнатная квартира,210 000 〒,95 м²,Абылай хана 113,Алмалинский р-н
almaty,3-комнатная квартира,450 000 〒,138 м²,Достык 97,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,115 м² помесячно,Бекхожина 15,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,150 м²,Достык 290,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,115 м²,Жамакаева 254/2блокД2,Медеуский р-н
almaty,3-комнатная квартира,160 000 〒,90 м²,мкр №11,Ауэзовский р-н
almaty,1-комнатная квартира,110 000 〒,44 м²,мкр Орбита-3,Бостандыкский р-н
almaty,3-комнатная квартира,320 000 〒,118.5 м²,мкр Коктем-3,Бостандыкский р-н
almaty,6-комнатная квартира,300 000 〒,125 м²,проспект Назарбаева 231 — проспект Аль-Фараби,Медеуский р-н
almaty,3-комнатная квартира,350 000 〒,130 м²,Жамакаева 258/5,Бостандыкский р-н
almaty,1-комнатная квартира,140 000 〒,41 м²,мкр Алмагуль 287 — Ходжанова,Бостандыкский р-н
almaty,2-комнатная квартира,120 000 〒,43 м²,мкр №5,Ауэзовский р-н
almaty,2-комнатная квартира,180 000 〒,46 м²,Желтоксана 114,Алмалинский р-н
almaty,2-комнатная квартира,120 000 〒,80 м²,Майлина 109 — Физули,Турксибский р-н
almaty,2-комнатная квартира,270 000 〒,80 м²,Тимирязева 5,Бостандыкский р-н
almaty,2-комнатная квартира,270 000 〒,74 м²,Ленина(Достык) — Жолдасбекова,Медеуский р-н
almaty,3-комнатная квартира,120 000 〒,67 м²,мкр Аксай-3А,Ауэзовский р-н
almaty,2-комнатная квартира,250 000 〒,70 м²,проспект Достык 71,Медеуский р-н
almaty,2-комнатная квартира,230 000 〒,55 м²,Абая 130 — 20-я линия,Бостандыкский р-н
almaty,1-комнатная квартира,100 000 〒,25 м²,Молдагуловой 32 — Панфиловв,Алмалинский р-н
almaty,2-комнатная квартира,280 000 〒,70 м²,Аль-Фараби 511 — Университетская,Медеуский р-н
almaty,1-комнатная квартира,100 000 〒,54 м²,мкр Акбулак,Алатауский р-н
almaty,4-комнатная квартира,250 000 〒,89 м²,Шагабутдинова 171 — Абая,Алмалинский р-н
almaty,4-комнатная квартира,250 000 〒,250 м²,Микрорайон Жас Канат,Турксибский р-н
almaty,2-комнатная квартира,150 000 〒,60 м²,Брусиловского 148,Алмалинский р-н
almaty,2-комнатная квартира,150 000 〒,44 м²,мкр Коктем-1,Бостандыкский р-н
almaty,1-комнатная квартира,80 000 〒,33 м²,мкр Кокжиек 61,Жетысуский р-н
almaty,1-комнатная квартира,45 000 〒,22 м²,мкр Кайрат,Турксибский р-н
almaty,2-комнатная квартира,230 000 〒,55 м²,Навои 208 — Торайгырова,Бостандыкский р-н
almaty,2-комнатная квартира,280 000 〒,75 м²,Достык 160 — Жолдасбекова,Медеуский р-н
almaty,2-комнатная квартира,145 000 〒,51 м²,Розыбакиева 248 — Утепова,Бостандыкский р-н
almaty,2-комнатная квартира,150 000 〒,44 м²,мкр Аксай-5 25 — Жубанова,Ауэзовский р-н
almaty,3-комнатная квартира,430 000 〒,140 м²,Достык — Сатпаева,Медеуский р-н
almaty,4-комнатная квартира,750 000 〒,160 м²,Мкр. Мирас,Бостандыкский р-н
almaty,3-комнатная квартира,350 000 〒,130 м²,мкр Горный Гигант,Медеуский р-н
almaty,3-комнатная квартира,160 000 〒,60 м²,Карасай батыра 178 — Ауэзова,Алмалинский р-н
almaty,3-комнатная квартира,140 000 〒,84 м²,мкр Айнабулак-2,Жетысуский р-н
almaty,2-комнатная квартира,150 000 〒,60 м²,Клочкова 137,Бостандыкский р-н
almaty,2-комнатная квартира,130 000 〒,45 м²,Толе би 61 — Байтурсынова,Алмалинский р-н
almaty,2-комнатная квартира,120 000 〒,42 м²,мкр Коктем-1,Бостандыкский р-н
almaty,3-комнатная квартира,220 000 〒,75 м²,Сатпаева 2 — Достык,Медеуский р-н
almaty,2-комнатная квартира,120 000 〒,45 м²,мкр Орбита-3,Бостандыкский р-н
almaty,1-комнатная квартира,120 000 〒,36 м²,мкр Самал-2,Медеуский р-н
almaty,3-комнатная квартира,240 000 〒,60 м²,Масанчи 76 — Жамбыла,Алмалинский р-н
almaty,2-комнатная квартира,400 000 〒,80 м²,Аль-Фараби 21,Бостандыкский р-н
almaty,3-комнатная квартира,200 000 〒,78 м²,Тлендиева 256,Бостандыкский р-н
almaty,2-комнатная квартира,110 000 〒,45 м²,Айманова,Алмалинский р-н
almaty,2-комнатная квартира,170 000 〒,75 м²,Брусиловского 159,Алмалинский р-н
almaty,5-комнатная квартира,600 000 〒,340 м²,мкр Керемет 3к1 — Тимирязева,Бостандыкский р-н
almaty,4-комнатная квартира,700 000 〒,166 м²,Тимирязева 2А — Желтоксан,Бостандыкский р-н
almaty,5-комнатная квартира,1 350 000 〒,250 м²,Сатпаева 30А — Бухар жырау,Бостандыкский р-н
almaty,7-комнатная квартира,2 500 000 〒,360 м²,Каратаева 38а — Тимирязева,Бостандыкский р-н
almaty,4-комнатная квартира,600 000 〒,140 м²,мкр Керемет,Бостандыкский р-н
almaty,4-комнатная квартира,350 000 〒,120 м²,мкр Керемет,Бостандыкский р-н
almaty,4-комнатная квартира,500 000 〒,200 м²,мкр Керемет 3 — Тимирязева,Бостандыкский р-н
almaty,2-комнатная квартира,500 000 〒,80 м²,проспект Абылай Хана 92 — Кабанбай Батыра,Алмалинский р-н
almaty,2-комнатная квартира,180 000 〒,80 м²,Торайгырова 25,Бостандыкский р-н
almaty,2-комнатная квартира,170 000 〒,57 м²,Ауэзова,Алмалинский р-н
almaty,1-комнатная квартира,90 000 〒,30 м²,мкр Таугуль,Ауэзовский р-н
almaty,3-комнатная квартира,300 000 〒,117 м²,Бальзака 8 — Аль-Фараби,Бостандыкский р-н
almaty,1-комнатная квартира,100 000 〒,40 м²,Утеген Батыра 82 — Кобдолова,Ауэзовский р-н
almaty,2-комнатная квартира,380 000 〒,83.3 м²,Сагадат Нурмагамбетова 138/1,Медеуский р-н
almaty,2-комнатная квартира,250 000 〒,75 м²,Аль-Фараби 53 — Бальзака,Бостандыкский р-н
almaty,3-комнатная квартира,400 000 〒,90 м²,Манаса 109а — проспект Абая,Алмалинский р-н
almaty,3-комнатная квартира,280 000 〒,115 м²,Тимирязева,Бостандыкский р-н
almaty,2-комнатная квартира,130 000 〒,45 м²,Радостовца — Солодовникова,Бостандыкский р-н
almaty,2-комнатная квартира,150 000 〒,48 м²,мкр №3,Ауэзовский р-н
almaty,1-комнатная квартира,120 000 〒,36 м²,Макатаева 5а — Бузурбаева,Медеуский р-н
almaty,2-комнатная квартира,185 000 〒,70 м²,проспект Достык 11 — Курмангазы,Медеуский р-н
almaty,2-комнатная квартира,270 000 〒,60 м²,Муканова 241 — Шевченко,Алмалинский р-н
almaty,2-комнатная квартира,150 000 〒,50 м²,мкр Аксай-4,Ауэзовский р-н
almaty,1-комнатная квартира,78 000 〒,29 м²,Ташкентская — Саина,Ауэзовский р-н
almaty,3-комнатная квартира,330 000 〒,130 м²,Курмангазы 145 — Кожамкулова,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,31 м²,Гоголя 172 — Байзакова,Алмалинский р-н
almaty,2-комнатная квартира,550 000 〒,50 м²,Назарбаева 113/55 — Толе би,Медеуский р-н
almaty,2-комнатная квартира,100 000 〒,45 м²,Маречека Армада 22 — Саина,Ауэзовский р-н
almaty,2-комнатная квартира,270 000 〒,80 м² помесячно,Маркова 61 — проспект Аль-Фараби,Бостандыкский р-н
almaty,2-комнатная квартира,300 000 〒,77 м²,Омаровой 31,Медеуский р-н
almaty,2-комнатная квартира,250 000 〒,92 м²,Гагарина 133б — Мынбаева,null
almaty,2-комнатная квартира,170 000 〒,54 м²,Самал-3 103/11 — Достык,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,50.5 м²,Розыбакиева — Богенбай Батыра,Алмалинский р-н
almaty,1-комнатная квартира,120 000 〒,46 м²,Райымбека 247 — Павленко,Жетысуский р-н
almaty,1-комнатная квартира,115 000 〒,42 м²,мкр Орбита-3 5 — Торайгырова,Бостандыкский р-н
almaty,2-комнатная квартира,320 000 〒,80 м²,мкр Самал-3,Медеуский р-н
almaty,2-комнатная квартира,200 000 〒,78 м²,Каблукова 264,Бостандыкский р-н
almaty,1-комнатная квартира,180 000 〒,40 м²,Зенкова 59,Медеуский р-н
almaty,4-комнатная квартира,350 000 〒,140 м²,Мауленова 111 — Шевченко,Алмалинский р-н
almaty,2-комнатная квартира,280 000 〒,100 м²,Абылай хана — Гоголя,Медеуский р-н
almaty,3-комнатная квартира,280 000 〒,100 м²,Абылай Хана — Гоголя,Медеуский р-н
almaty,2-комнатная квартира,95 000 〒,59 м²,Закарпатской 36 — Ахметова,Турксибский р-н
almaty,3-комнатная квартира,270 000 〒,120 м²,Розыбакиева 225 — Ескараева,Бостандыкский р-н
almaty,4-комнатная квартира,300 000 〒,180 м²,Зейна Шашкина 34А,Медеуский р-н
almaty,4-комнатная квартира,700 000 〒,170 м²,Достык 250 — Омаровой,Медеуский р-н
almaty,4-комнатная квартира,600 000 〒,140 м²,Кабанбай батыра 87,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,50 м²,проспект Назарбаева 91/97 — Гоголя,Алмалинский р-н
almaty,3-комнатная квартира,230 000 〒,75 м²,Мкр Аксай-4 16,Ауэзовский р-н
almaty,3-комнатная квартира,290 000 〒,75 м²,Кабанбай Батыра 78 — проспект Достык,Медеуский р-н
almaty,3-комнатная квартира,325 000 〒,70 м²,Манаса — Джандосова,Бостандыкский р-н
almaty,2-комнатная квартира,125 000 〒,42 м²,мкр Орбита-2,Бостандыкский р-н
almaty,4-комнатная квартира,600 000 〒,162.7 м²,Фурманова 301 — Кажымукана,Медеуский р-н
almaty,2-комнатная квартира,200 000 〒,42 м²,Тажибаевой 157/7 — Ескараева,Бостандыкский р-н
almaty,2-комнатная квартира,350 000 〒,85 м²,Аль-Фараби 21,Бостандыкский р-н
almaty,3-комнатная квартира,250 000 〒,97 м²,мкр Самал,Медеуский р-н
almaty,2-комнатная квартира,160 000 〒,75 м²,Брусиловского 167,Алмалинский р-н
almaty,2-комнатная квартира,210 000 〒,90 м²,проспект Абылай Хана — Богенбай Батыра,Алмалинский р-н
almaty,3-комнатная квартира,350 000 〒,109 м²,Кашгарская 69/102,Алмалинский р-н
almaty,2-комнатная квартира,280 000 〒,90 м² помесячно,Аль Фараби 7,Бостандыкский р-н
almaty,2-комнатная квартира,370 000 〒,67 м²,Гагарина 287/2,Бостандыкский р-н
almaty,2-комнатная квартира,120 000 〒,44 м²,проспект Гагарина 135Е — Жандосова,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,80 м²,Аль-Фараби 53,Бостандыкский р-н
almaty,2-комнатная квартира,40 000 〒,20 м²,Курылысшы 22,null
almaty,1-комнатная квартира,120 000 〒,45 м²,Аккент,Алатауский р-н
almaty,2-комнатная квартира,350 000 〒,83 м²,Аль-Фараби — Каратаева,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,70 м²,мкр Коктем-1,Бостандыкский р-н
almaty,3-комнатная квартира,350 000 〒,100 м²,Гагарина проспект 124 — проспект Абая,Бостандыкский р-н
almaty,3-комнатная квартира,190 000 〒,57 м²,мкр Орбита-3,Бостандыкский р-н
almaty,2-комнатная квартира,160 000 〒,62 м²,мкр Мамыр-3,Ауэзовский р-н
almaty,3-комнатная квартира,130 000 〒,64 м²,мкр Таугуль,Ауэзовский р-н
almaty,3-комнатная квартира,200 000 〒,70 м²,Жамбыла 76 — Чайковского,Алмалинский р-н
almaty,2-комнатная квартира,300 000 〒,50 м²,Абиша Кекилбайулы 97а — Байкадамова,Бостандыкский р-н
almaty,1-комнатная квартира,95 000 〒,42 м²,Абая,Бостандыкский р-н
almaty,2-комнатная квартира,400 000 〒,80 м²,Аль-Фараби 21,Бостандыкский р-н
almaty,1-комнатная квартира,130 000 〒,41 м²,мкр Самал-1,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,61 м²,мкр Нуркент (Алгабас-1) 5/12,Алатауский р-н
almaty,2-комнатная квартира,220 000 〒,52 м²,проспект Назарбаева 130 — Жамбыла Тобаякова,Медеуский р-н
almaty,1-комнатная квартира,170 000 〒,40 м²,Тлендиева 133 — Сатпаева,Бостандыкский р-н
almaty,1-комнатная квартира,95 000 〒,41 м²,Абая 202 — Тлендиева,Бостандыкский р-н
almaty,2-комнатная квартира,170 000 〒,75 м²,Брусиловского 144,Алмалинский р-н
almaty,2-комнатная квартира,300 000 〒,90 м²,мкр Самал-2 162,Медеуский р-н
almaty,2-комнатная квартира,350 000 〒,67 м²,Аль-Фараби,Бостандыкский р-н
almaty,2-комнатная квартира,320 000 〒,60 м²,Богенбай батыра,Медеуский р-н
almaty,2-комнатная квартира,300 000 〒,60 м²,Курмангазы,Бостандыкский р-н
almaty,3-комнатная квартира,420 000 〒,135 м²,Аль-Фараби — Каратаева,Бостандыкский р-н
almaty,2-комнатная квартира,110 000 〒,68 м²,мкр Зердели (Алгабас-6) 1/3 — Момышулы Акан сара,Алатауский р-н
almaty,2-комнатная квартира,170 000 〒,52 м² помесячно,мкр Самал-2,Медеуский р-н
almaty,3-комнатная квартира,350 000 〒,122 м²,Сатпаева 30/1 — Шагабутдинова,Бостандыкский р-н
almaty,2-комнатная квартира,370 000 〒,110 м²,Аль-Фараби — Каратаева,Бостандыкский р-н
almaty,3-комнатная квартира,400 000 〒,110 м²,Кажымукана 49,Медеуский р-н
almaty,1-комнатная квартира,150 000 〒,40 м²,Розабакиева,Бостандыкский р-н
almaty,2-комнатная квартира,250 000 〒,64.7 м²,мкр Таугуль,Ауэзовский р-н
almaty,1-комнатная квартира,120 000 〒,50 м²,мкр Таугуль,Ауэзовский р-н
almaty,4-комнатная квартира,270 000 〒,89 м²,мкр Коктем-1 9 — Габдуллина,Бостандыкский р-н
almaty,2-комнатная квартира,160 000 〒,54 м²,проспект Жибек Жолы — проспект Абылай Хана,Алмалинский р-н
almaty,1-комнатная квартира,150 000 〒,43 м²,мкр Коктем-2 2,Бостандыкский р-н
almaty,2-комнатная квартира,230 000 〒,80 м²,Аль-Фараби 95 — проспект Аль-Фараби,Бостандыкский р-н
almaty,3-комнатная квартира,400 000 〒,120 м² помесячно,Хаджи Мукана 49,null
almaty,3-комнатная квартира,440 000 〒,91 м²,Кажымукана 59,Медеуский р-н
almaty,3-комнатная квартира,400 000 〒,100 м² помесячно,Достык 97б,null
almaty,3-комнатная квартира,140 000 〒,68.8 м²,мкр Жетысу-4,Ауэзовский р-н
almaty,2-комнатная квартира,160 000 〒,75 м²,Брусиловского,Алмалинский р-н
almaty,3-комнатная квартира,350 000 〒,90 м² помесячно,Сснегина 33,null
almaty,2-комнатная квартира,180 000 〒,51 м²,мкр Самал-1 6 — Жолдасбекова,Медеуский р-н
almaty,2-комнатная квартира,110 000 〒,44 м²,Жумалиева — Гоголя,Алмалинский р-н
almaty,1-комнатная квартира,120 000 〒,34 м²,Карасай Батыра 169 — Нурмакова,Алмалинский р-н
almaty,3-комнатная квартира,950 000 〒,147 м²,Керей-Жәнібек хандар 29,null
almaty,1-комнатная квартира,100 000 〒,30 м²,Байзакова 116/172 — Гоголя,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,43 м²,мкр Кайрат 157/1,Турксибский р-н
almaty,2-комнатная квартира,220 000 〒,60 м²,Тажибаевой 1/2 — Ескараева,Бостандыкский р-н
almaty,1-комнатная квартира,125 000 〒,34 м²,Калдаякова 59 — Карасай батыра,Медеуский р-н
almaty,3-комнатная квартира,180 000 〒,56 м²,Казыбек Би 68 — Наурызбай Батыра,Алмалинский р-н
